"Stimulus","Model","Vertex_Nb","Texture_Size","Graphic_lpips","Pseudo_MOS"
"screenshot_pizza_65733 (3)_2048","pizza",65733,"2048",0.042847679245283,4.82860928301887
"screenshot_pizza_65733_256","pizza",65733,"256",0.61287658490566,2.54849366037736
"screenshot_pizza_78881 (1)_512","pizza",78881,"512",0.319832452830189,3.72067018867925
"screenshot_pizza_78881 (2)_1024","pizza",78881,"1024",0.109362056603774,4.56255177358491
"screenshot_pizza_78881 (3)_2048","pizza",78881,"2048",0.0344442641509434,4.86222294339623
"screenshot_pizza_78881_256","pizza",78881,"256",0.610925981132076,2.5562960754717
"screenshot_pizza_94658 (1)_512","pizza",94658,"512",0.321729622641509,3.71308150943396
"screenshot_pizza_94658 (2)_1024","pizza",94658,"1024",0.109128754716981,4.56348498113208
"screenshot_pizza_94658 (3)_2048","pizza",94658,"2048",0.0311731886792453,4.87530724528302
"screenshot_pizza_94658_256","pizza",94658,"256",0.612495830188679,2.55001667924528
"screenshot_pizza_113590 (1)_512","pizza",113590,"512",0.318837811320755,3.72464875471698
"screenshot_pizza_113590 (2)_1024","pizza",113590,"1024",0.105606113207547,4.57757554716981
"screenshot_pizza_113590 (3)_2048","pizza",113590,"2048",0.027146358490566,4.89141456603774
"screenshot_pizza_113590_256","pizza",113590,"256",0.61202958490566,2.55188166037736
"screenshot_pizza_136308 (1)_512","pizza",136308,"512",0.317479773584906,3.73008090566038
"screenshot_pizza_136308 (2)_1024","pizza",136308,"1024",0.100719735849057,4.59712105660377
"screenshot_pizza_136308 (3)_2048","pizza",136308,"2048",0.0226328679245283,4.90946852830189
"screenshot_pizza_136308_256","pizza",136308,"256",0.611364886792453,2.55454045283019
"screenshot_pizza_163571 (1)_512","pizza",163571,"512",0.312606811320755,3.74957275471698
"screenshot_pizza_163571 (2)_1024","pizza",163571,"1024",0.0955978679245283,4.61760852830189
"screenshot_pizza_163571 (3)_2048","pizza",163571,"2048",0.0167480377358491,4.9330078490566
"screenshot_pizza_163571_256","pizza",163571,"256",0.611263132075472,2.55494747169811
"screenshot_pizza_196287 (1)_512","pizza",196287,"512",0.312040283018868,3.75183886792453
"screenshot_pizza_196287 (2)_1024","pizza",196287,"1024",0.0945244339622641,4.62190226415094
"screenshot_pizza_196287 (3)_2048","pizza",196287,"2048",0.0145996037735849,4.94160158490566
"screenshot_pizza_196287_256","pizza",196287,"256",0.613581188679245,2.54567524528302
"screenshot_pizza_235545 (1)_512","pizza",235545,"512",0.312283471698113,3.75086611320755
"screenshot_pizza_235545 (2)_1024","pizza",235545,"1024",0.0927725094339623,4.62890996226415
"screenshot_pizza_235545 (3)_2048","pizza",235545,"2048",0.0122026226415094,4.95118950943396
"screenshot_pizza_235545_256","pizza",235545,"256",0.614003811320755,2.54398475471698
"screenshot_pizza_282654 (1)_512","pizza",282654,"512",0.310407113207547,3.75837154716981
"screenshot_pizza_282654 (2)_1024","pizza",282654,"1024",0.090791641509434,4.63683343396226
"screenshot_pizza_282654 (3)_2048","pizza",282654,"2048",0.00979003773584906,4.9608398490566
"screenshot_pizza_282654_256","pizza",282654,"256",0.610199754716981,2.55920098113208
"screenshot_pizza_339185 (1)_512","pizza",339185,"512",0.310653981132075,3.7573840754717
"screenshot_pizza_339185 (2)_1024","pizza",339185,"1024",0.0893527924528302,4.64258883018868
"screenshot_pizza_339185 (3)_2048","pizza",339185,"2048",0.00767384905660377,4.96930460377359
"screenshot_pizza_339185_256","pizza",339185,"256",0.612109358490566,2.55156256603774
"screenshot_pizza_407024 (1)_512","pizza",407024,"512",0.311113547169811,3.75554581132075
"screenshot_pizza_407024 (2)_1024","pizza",407024,"1024",0.0884686981132076,4.64612520754717
"screenshot_pizza_407024 (3)_2048","pizza",407024,"2048",0.00576216981132075,4.97695132075472
"screenshot_pizza_407024_256","pizza",407024,"256",0.611529811320755,2.55388075471698
"screenshot_pizza_488429 (1)_512","pizza",488429,"512",0.310269660377358,3.75892135849057
"screenshot_pizza_488429 (2)_1024","pizza",488429,"1024",0.0871338867924528,4.65146445283019
"screenshot_pizza_488429 (3)_2048","pizza",488429,"2048",0.00405458490566038,4.98378166037736
"screenshot_pizza_488429_256","pizza",488429,"256",0.61232058490566,2.55071766037736
"screenshot_pizza_586117 (1)_512","pizza",586117,"512",0.308715830188679,3.76513667924528
"screenshot_pizza_586117 (2)_1024","pizza",586117,"1024",0.0852031320754717,4.65918747169811
"screenshot_pizza_586117 (3)_2048","pizza",586117,"2048",0.00169449056603774,4.99322203773585
"screenshot_pizza_586117_256","pizza",586117,"256",0.612191113207547,2.55123554716981
"screenshot_pizza_703342 (1)_512","pizza",703342,"512",0.308432830188679,3.76626867924528
"screenshot_pizza_703342 (2)_1024","pizza",703342,"1024",0.0847290943396226,4.66108362264151
"screenshot_pizza_703342_256","pizza",703342,"256",0.610619339622641,2.55752264150943
